age,job,marital,education,balance,housing,loan,duration,pdays,previous,poutcome,deposit
54,self_employed,divorced,primary,4382,yes,no,193,-1,0,unknown,no
39,blue_collar,married,secondary,62,yes,no,877,-1,0,unknown,yes
30,entrepreneur,single,secondary,265,yes,yes,67,-1,0,unknown,no
59,admin,married,secondary,106,no,no,186,-1,0,unknown,yes
36,blue_collar,divorced,secondary,2278,yes,no,152,-1,0,unknown,no
33,technician,single,secondary,1429,yes,no,268,-1,0,unknown,yes
32,blue_collar,married,primary,3136,yes,no,820,-1,0,unknown,yes
62,management,married,secondary,4562,yes,no,168,-1,0,unknown,yes
36,self_employed,married,secondary,1184,yes,no,1063,-1,0,unknown,yes
26,management,single,tertiary,828,yes,no,156,199,1,failure,yes
53,blue_collar,single,secondary,1442,no,no,137,188,2,other,no
29,housemaid,single,tertiary,19,no,no,110,64,2,success,yes
31,management,married,tertiary,459,no,no,13,-1,0,unknown,no
64,retired,married,tertiary,1644,no,no,569,-1,0,unknown,yes
32,self_employed,married,secondary,409,no,no,217,-1,0,unknown,yes
57,entrepreneur,married,secondary,905,no,no,121,-1,0,unknown,no
34,blue_collar,married,secondary,640,yes,no,636,-1,0,unknown,yes
33,services,married,secondary,1082,yes,yes,351,-1,0,unknown,no
39,management,single,secondary,2644,no,no,192,-1,0,unknown,no
28,self_employed,single,tertiary,160,no,no,158,-1,0,unknown,yes
32,admin,married,secondary,56,yes,no,275,258,1,other,no
47,management,single,tertiary,334,yes,no,614,94,9,success,yes
44,blue_collar,single,primary,36,yes,no,551,371,2,failure,yes
34,admin,married,tertiary,788,yes,no,269,-1,0,unknown,no
49,technician,married,secondary,2400,no,no,262,-1,0,unknown,no
34,services,single,secondary,2257,no,yes,568,-1,0,unknown,no
59,management,married,tertiary,1585,no,no,91,-1,0,unknown,no
30,unemployed,single,tertiary,302,no,no,528,-1,0,unknown,yes
47,management,married,tertiary,4693,no,yes,89,97,3,success,yes
27,blue_collar,single,secondary,317,yes,no,16,-1,0,unknown,no
28,self_employed,single,tertiary,1579,no,no,122,-1,0,unknown,no
34,admin,married,secondary,920,no,no,526,179,3,success,yes
74,retired,married,primary,670,no,no,266,-1,0,unknown,yes
51,technician,married,tertiary,825,no,no,977,-1,0,unknown,yes
28,admin,single,secondary,154,yes,no,536,364,1,other,yes
36,technician,divorced,secondary,2823,yes,no,215,371,6,failure,yes
56,housemaid,married,primary,445,no,no,13,-1,0,unknown,no
35,technician,single,secondary,4645,yes,no,502,270,40,other,no
31,blue_collar,married,secondary,0,yes,no,97,782,1,other,yes
60,admin,divorced,secondary,12039,no,no,261,187,1,success,yes
33,services,married,secondary,930,no,yes,149,-1,0,unknown,no
38,housemaid,single,secondary,465,yes,no,180,302,3,success,yes
35,management,divorced,tertiary,434,yes,no,1314,-1,0,unknown,yes
29,technician,single,tertiary,542,yes,no,338,-1,0,unknown,no
36,admin,married,unknown,991,no,no,589,-1,0,unknown,yes
45,blue_collar,married,primary,0,yes,no,137,-1,0,unknown,no
43,admin,single,secondary,35,no,no,208,-1,0,unknown,no
39,services,single,secondary,403,yes,no,1262,-1,0,unknown,yes
51,technician,married,secondary,216,no,no,615,-1,0,unknown,yes
40,admin,divorced,secondary,274,yes,yes,53,-1,0,unknown,no
34,management,married,tertiary,179,yes,no,184,-1,0,unknown,no
28,technician,single,secondary,100,yes,no,70,-1,0,unknown,no
37,technician,single,secondary,2442,no,no,91,-1,0,unknown,yes
34,services,married,secondary,-451,yes,yes,498,-1,0,unknown,no
39,management,married,tertiary,2939,no,no,608,99,3,failure,yes
35,admin,single,tertiary,1374,yes,no,319,-1,0,unknown,no
46,blue_collar,married,primary,-271,yes,no,65,-1,0,unknown,no
32,blue_collar,divorced,unknown,291,yes,yes,120,-1,0,unknown,no
52,unemployed,married,secondary,1416,no,no,218,187,3,success,yes
46,technician,divorced,secondary,-90,no,yes,270,-1,0,unknown,yes
54,entrepreneur,married,secondary,0,no,no,96,-1,0,unknown,no
52,admin,married,secondary,423,yes,yes,139,96,7,failure,no
46,services,married,secondary,-522,yes,no,61,-1,0,unknown,no
60,admin,divorced,secondary,-41,yes,yes,1658,262,1,failure,yes
31,technician,single,secondary,2388,no,no,123,-1,0,unknown,no
48,blue_collar,divorced,secondary,501,yes,no,12,-1,0,unknown,no
42,blue_collar,married,primary,480,yes,no,288,-1,0,unknown,no
52,management,married,primary,48,no,no,135,-1,0,unknown,no
33,management,married,secondary,369,no,no,446,-1,0,unknown,yes
41,self_employed,married,secondary,0,yes,no,789,-1,0,unknown,yes
25,management,single,tertiary,808,no,no,267,114,2,failure,yes
31,management,married,tertiary,1575,no,no,178,-1,0,unknown,no
27,services,single,secondary,246,no,no,453,-1,0,unknown,yes
34,blue_collar,married,secondary,-58,yes,yes,157,-1,0,unknown,no
35,unemployed,married,secondary,1054,yes,yes,106,-1,0,unknown,no
50,unknown,married,unknown,558,no,no,464,683,6,failure,yes
59,admin,divorced,secondary,1525,no,no,90,-1,0,unknown,no
40,blue_collar,married,secondary,746,yes,yes,241,262,3,other,no
31,admin,married,secondary,35,no,no,315,105,1,success,yes
28,blue_collar,married,secondary,4287,no,no,171,-1,0,unknown,no
38,management,married,tertiary,536,yes,no,234,92,1,success,yes
39,management,married,tertiary,-974,no,yes,130,-1,0,unknown,no
61,admin,married,unknown,4629,yes,no,349,183,2,success,yes
43,admin,married,secondary,616,yes,no,168,-1,0,unknown,no
34,management,married,tertiary,273,yes,no,492,175,2,failure,yes
31,unemployed,single,primary,163,no,no,707,2,1,other,yes
40,admin,married,secondary,1327,yes,yes,76,-1,0,unknown,no
31,student,single,tertiary,4951,no,no,150,-1,0,unknown,no
42,technician,divorced,secondary,1689,yes,no,50,-1,0,unknown,no
35,student,married,tertiary,387,yes,no,1024,347,3,failure,yes
37,management,married,tertiary,-57,yes,no,37,-1,0,unknown,no
26,admin,married,secondary,714,yes,no,183,-1,0,unknown,no
52,technician,married,secondary,22755,yes,no,70,-1,0,unknown,no
26,services,single,tertiary,0,no,yes,261,-1,0,unknown,yes
23,student,single,unknown,565,no,no,162,-1,0,unknown,no
29,blue_collar,single,secondary,734,yes,yes,259,296,1,other,yes
46,services,divorced,secondary,281,yes,yes,267,-1,0,unknown,no
25,admin,single,tertiary,760,yes,no,223,89,2,failure,yes
27,admin,single,unknown,861,no,no,212,-1,0,unknown,yes
24,blue_collar,married,secondary,272,no,no,105,94,2,success,yes
30,blue_collar,single,secondary,906,yes,yes,218,-1,0,unknown,no
62,management,married,tertiary,557,no,no,185,-1,0,unknown,yes
32,management,single,tertiary,597,no,yes,869,-1,0,unknown,no
38,admin,single,secondary,2600,yes,no,67,-1,0,unknown,no
30,blue_collar,single,secondary,-93,yes,no,149,-1,0,unknown,no
50,admin,married,secondary,1575,no,no,407,-1,0,unknown,no
32,services,single,tertiary,945,no,no,531,-1,0,unknown,yes
42,technician,married,secondary,89,yes,no,159,-1,0,unknown,no
54,management,divorced,tertiary,5475,no,no,1032,91,4,success,yes
31,blue_collar,married,secondary,1131,yes,yes,126,148,6,failure,no
37,services,married,secondary,1543,yes,no,298,10,6,failure,yes
32,student,single,tertiary,0,no,no,233,276,2,failure,yes
31,blue_collar,single,secondary,228,no,no,744,88,4,other,yes
30,technician,single,tertiary,6619,yes,no,239,-1,0,unknown,no
46,management,divorced,tertiary,624,no,no,336,183,2,success,yes
34,admin,single,secondary,303,no,no,282,126,3,failure,yes
60,retired,married,secondary,523,no,no,192,-1,0,unknown,yes
34,self_employed,married,secondary,179,yes,yes,137,-1,0,unknown,no
51,management,married,primary,6298,yes,no,14,-1,0,unknown,no
62,retired,married,secondary,569,no,no,94,184,1,success,yes
28,technician,single,secondary,922,yes,no,304,-1,0,unknown,no
30,management,married,tertiary,265,yes,no,45,-1,0,unknown,no
34,blue_collar,single,secondary,3723,yes,no,47,-1,0,unknown,no
30,management,married,tertiary,1942,yes,yes,436,178,3,other,yes
59,retired,married,primary,3648,no,no,257,126,3,success,yes
50,entrepreneur,married,secondary,556,yes,no,130,-1,0,unknown,no
31,self_employed,married,secondary,581,yes,no,845,152,6,failure,no
32,technician,married,tertiary,2976,yes,no,783,175,5,failure,yes
80,retired,married,secondary,1610,no,no,71,-1,0,unknown,no
28,technician,single,secondary,313,no,no,1183,-1,0,unknown,yes
45,technician,married,unknown,886,yes,no,75,42,1,failure,no
32,technician,single,tertiary,5514,no,no,181,-1,0,unknown,yes
27,student,single,tertiary,4869,yes,no,258,343,4,other,no
55,management,married,tertiary,13578,no,no,247,-1,0,unknown,no
28,student,single,secondary,5916,no,no,259,63,5,failure,no
34,services,married,secondary,2918,no,yes,246,196,2,success,yes
21,student,single,secondary,224,no,no,871,-1,0,unknown,yes
54,retired,divorced,tertiary,349,yes,no,176,175,1,failure,no
29,blue_collar,single,secondary,234,yes,no,139,345,1,other,no
69,retired,married,secondary,2473,no,no,967,-1,0,unknown,yes
57,management,married,primary,2538,no,yes,485,-1,0,unknown,no
29,blue_collar,married,secondary,3310,no,no,367,91,4,failure,no
50,housemaid,married,secondary,388,no,no,203,-1,0,unknown,yes
27,management,single,tertiary,6791,no,no,174,229,28,success,no
60,retired,divorced,tertiary,4,yes,no,415,190,5,failure,yes
40,self_employed,single,tertiary,-94,yes,no,90,-1,0,unknown,no
33,management,single,tertiary,2667,yes,no,57,180,3,failure,no
35,blue_collar,married,secondary,625,no,no,267,-1,0,unknown,no
45,management,married,secondary,237,yes,no,526,-1,0,unknown,no
33,management,single,tertiary,23,no,no,216,-1,0,unknown,no
40,unemployed,single,tertiary,7968,no,no,596,-1,0,unknown,yes
46,technician,married,secondary,863,yes,no,67,-1,0,unknown,no
77,retired,single,primary,300,no,no,511,-1,0,unknown,no
66,retired,married,unknown,2540,no,no,441,156,1,other,yes
32,technician,single,tertiary,5514,no,no,319,182,1,success,yes
31,blue_collar,married,secondary,136,no,no,228,267,1,failure,yes
32,services,single,secondary,772,yes,no,697,-1,0,unknown,yes
34,management,married,tertiary,158,no,no,278,132,4,failure,yes
44,admin,married,secondary,345,yes,no,208,-1,0,unknown,no
28,management,single,tertiary,390,no,no,845,232,4,success,yes
27,admin,single,secondary,4745,no,no,411,192,1,other,yes
37,technician,married,secondary,177,yes,no,464,-1,0,unknown,no
48,admin,married,secondary,112,no,no,139,-1,0,unknown,no
40,admin,married,secondary,824,yes,no,359,-1,0,unknown,no
78,retired,divorced,secondary,631,no,no,95,-1,0,unknown,no
43,blue_collar,married,secondary,413,yes,no,235,182,4,success,yes
53,blue_collar,married,secondary,3079,no,no,759,-1,0,unknown,no
30,self_employed,married,tertiary,543,yes,yes,1449,-1,0,unknown,yes
40,management,married,secondary,-240,no,yes,160,-1,0,unknown,no
46,management,single,tertiary,0,no,no,686,-1,0,unknown,yes
32,technician,divorced,tertiary,3255,no,no,167,-1,0,unknown,yes
38,technician,married,secondary,20,no,no,147,-1,0,unknown,no
27,technician,single,tertiary,11862,no,no,285,97,7,success,yes
32,management,single,tertiary,41,yes,no,449,338,1,other,no
47,technician,married,secondary,568,yes,no,1613,-1,0,unknown,yes
38,entrepreneur,divorced,secondary,1190,yes,no,81,391,3,failure,yes
26,student,single,secondary,0,no,no,1223,-1,0,unknown,yes
60,retired,married,secondary,1853,no,no,408,-1,0,unknown,yes
19,student,single,secondary,394,no,no,327,-1,0,unknown,yes
42,services,married,unknown,1340,no,yes,88,-1,0,unknown,no
41,services,married,unknown,1538,no,no,710,-1,0,unknown,yes
44,management,married,tertiary,423,no,no,2330,-1,0,unknown,yes
40,blue_collar,divorced,secondary,-90,yes,no,130,-1,0,unknown,no
34,technician,single,secondary,440,yes,no,445,345,2,failure,no
75,retired,married,tertiary,6027,no,no,809,179,4,success,yes
54,management,married,tertiary,1624,no,no,166,182,10,success,yes
53,technician,married,secondary,1776,no,no,443,-1,0,unknown,no
35,management,married,tertiary,1510,yes,no,61,-1,0,unknown,no
26,student,single,tertiary,294,no,no,87,91,2,success,yes
26,blue_collar,single,primary,16,no,yes,249,-1,0,unknown,no
37,services,married,secondary,52,yes,no,908,185,9,success,yes
42,blue_collar,married,primary,2003,yes,no,177,-1,0,unknown,no
41,self_employed,single,tertiary,-94,yes,no,1164,203,1,failure,yes
47,services,married,secondary,2597,yes,no,323,-1,0,unknown,no
27,technician,single,tertiary,1075,no,no,658,-1,0,unknown,yes
52,management,married,tertiary,7192,no,no,1486,-1,0,unknown,yes
50,admin,married,secondary,706,yes,no,1250,-1,0,unknown,yes
53,management,married,tertiary,75,no,no,216,-1,0,unknown,no
32,technician,single,secondary,10,no,no,190,-1,0,unknown,no
27,technician,divorced,secondary,21,yes,no,336,356,1,failure,no
31,blue_collar,married,secondary,64,yes,no,302,-1,0,unknown,no
57,services,married,primary,491,yes,no,1217,-1,0,unknown,yes
83,retired,single,primary,1965,no,no,1003,-1,0,unknown,yes
37,admin,married,secondary,1283,yes,no,209,-1,0,unknown,no
34,technician,married,tertiary,8029,yes,no,593,-1,0,unknown,yes
34,housemaid,married,tertiary,1265,yes,no,397,-1,0,unknown,no
59,retired,married,primary,5521,yes,yes,94,-1,0,unknown,no
33,blue_collar,single,secondary,1387,no,no,185,-1,0,unknown,no
47,management,married,tertiary,0,no,no,508,-1,0,unknown,yes
26,entrepreneur,single,secondary,101,yes,no,810,268,1,failure,yes
44,management,single,tertiary,1090,no,no,204,532,2,other,yes
45,blue_collar,married,secondary,61,yes,no,745,-1,0,unknown,yes
53,management,divorced,tertiary,50,yes,no,669,337,3,failure,yes
52,blue_collar,married,primary,117,no,yes,164,-1,0,unknown,no
41,services,divorced,secondary,727,yes,no,246,-1,0,unknown,no
27,management,single,tertiary,616,yes,no,685,101,1,other,yes
36,services,married,secondary,145,yes,no,109,252,2,other,no
40,unemployed,married,tertiary,2430,no,no,87,-1,0,unknown,no
25,technician,single,tertiary,3630,no,no,221,-1,0,unknown,yes
40,services,single,secondary,573,yes,no,329,-1,0,unknown,no
39,management,married,secondary,1880,no,no,768,-1,0,unknown,yes
29,self_employed,single,tertiary,3290,no,no,430,50,3,success,yes
58,management,married,tertiary,473,no,no,1109,262,1,success,yes
29,technician,single,secondary,674,no,no,483,13,5,success,yes
56,retired,married,secondary,878,no,no,123,-1,0,unknown,no
33,management,married,tertiary,0,yes,no,535,328,1,failure,yes
29,admin,single,secondary,306,yes,no,774,-1,0,unknown,yes
33,admin,single,tertiary,235,yes,no,525,-1,0,unknown,yes
34,blue_collar,married,secondary,4622,yes,yes,217,-1,0,unknown,no
55,management,divorced,tertiary,0,no,no,360,-1,0,unknown,yes
37,management,married,tertiary,49,no,yes,132,-1,0,unknown,no
43,management,married,tertiary,240,yes,no,453,-1,0,unknown,yes
58,technician,married,secondary,86,no,no,95,-1,0,unknown,no
46,unemployed,married,secondary,2551,no,no,645,-1,0,unknown,yes
26,student,single,secondary,502,yes,no,82,-1,0,unknown,no
31,admin,single,secondary,1129,yes,no,145,-1,0,unknown,no
34,admin,married,secondary,384,yes,no,551,-1,0,unknown,no
40,admin,married,tertiary,764,yes,no,85,-1,0,unknown,yes
38,blue_collar,single,tertiary,172,yes,no,1176,-1,0,unknown,yes
35,blue_collar,married,secondary,293,yes,no,1017,325,1,other,yes
52,blue_collar,married,primary,924,no,no,93,-1,0,unknown,no
41,admin,married,secondary,0,no,no,89,-1,0,unknown,no
42,services,married,tertiary,12223,yes,no,36,-1,0,unknown,no
52,admin,married,primary,813,no,yes,113,-1,0,unknown,no
32,entrepreneur,married,secondary,390,no,no,440,280,1,failure,yes
27,services,single,secondary,353,yes,no,663,-1,0,unknown,yes
26,technician,single,secondary,218,yes,no,436,-1,0,unknown,no
33,management,single,tertiary,318,yes,no,1190,141,3,other,yes
74,retired,married,primary,0,no,no,562,-1,0,unknown,yes
36,management,married,tertiary,928,yes,no,239,-1,0,unknown,no
47,technician,married,secondary,0,yes,no,234,-1,0,unknown,no
46,blue_collar,married,primary,1291,yes,no,142,259,17,failure,no
27,student,single,tertiary,13107,yes,no,661,314,2,failure,yes
26,blue_collar,single,secondary,78,no,no,43,-1,0,unknown,no
43,admin,single,secondary,1707,yes,no,369,504,5,other,yes
51,retired,divorced,secondary,1679,no,no,417,365,9,other,yes
56,technician,divorced,secondary,146,yes,no,419,-1,0,unknown,yes
57,retired,married,secondary,3783,yes,no,198,-1,0,unknown,no
55,admin,married,secondary,1102,yes,no,126,-1,0,unknown,no
68,retired,divorced,secondary,4189,no,no,897,-1,0,unknown,yes
37,admin,married,secondary,1396,yes,no,199,-1,0,unknown,no
25,management,married,secondary,2228,yes,no,754,-1,0,unknown,yes
37,entrepreneur,married,tertiary,189,no,no,253,-1,0,unknown,yes
58,blue_collar,married,secondary,381,no,no,79,-1,0,unknown,no
45,technician,divorced,tertiary,206,no,no,376,-1,0,unknown,no
28,technician,single,tertiary,11862,no,no,549,238,13,other,yes
30,management,married,tertiary,1221,yes,no,279,-1,0,unknown,yes
26,management,single,tertiary,390,no,no,325,-1,0,unknown,yes
35,admin,single,secondary,0,yes,no,1073,-1,0,unknown,yes
39,entrepreneur,married,tertiary,-172,yes,no,562,-1,0,unknown,yes
51,blue_collar,married,primary,2095,yes,yes,438,-1,0,unknown,no
32,management,single,secondary,1088,yes,no,317,363,2,success,yes
39,technician,divorced,secondary,1270,yes,no,245,-1,0,unknown,no
38,admin,married,secondary,47,yes,no,288,-1,0,unknown,yes
42,management,divorced,tertiary,461,yes,no,72,-1,0,unknown,no
23,student,single,secondary,0,no,no,217,99,7,success,yes
35,technician,single,tertiary,13460,yes,no,1068,-1,0,unknown,yes
52,technician,married,secondary,234,no,no,255,-1,0,unknown,yes
40,services,married,secondary,1305,no,no,255,-1,0,unknown,no
25,admin,single,tertiary,220,no,no,68,-1,0,unknown,no
46,blue_collar,married,secondary,1568,yes,no,310,55,6,other,yes
31,unemployed,married,secondary,6,no,no,121,-1,0,unknown,yes
45,technician,married,secondary,144,yes,yes,154,-1,0,unknown,no
39,technician,married,secondary,603,no,yes,214,-1,0,unknown,yes
30,admin,single,secondary,154,yes,no,24,-1,0,unknown,no
28,self_employed,single,tertiary,2503,no,no,426,-1,0,unknown,yes
27,self_employed,single,tertiary,5214,yes,no,94,-1,0,unknown,no
24,technician,married,secondary,556,yes,no,278,94,4,success,yes
67,management,divorced,tertiary,361,no,no,411,-1,0,unknown,yes
56,management,divorced,tertiary,3287,no,no,497,-1,0,unknown,yes
32,admin,married,secondary,1661,yes,no,76,209,2,failure,no
25,student,single,tertiary,253,no,no,597,-1,0,unknown,yes
44,services,married,secondary,1335,yes,no,94,-1,0,unknown,no
38,technician,single,secondary,1685,yes,no,185,-1,0,unknown,no
32,self_employed,single,tertiary,386,yes,no,482,-1,0,unknown,yes
35,unemployed,single,tertiary,415,no,no,649,176,1,failure,yes
76,retired,married,primary,1492,no,no,383,-1,0,unknown,yes
58,management,single,tertiary,1387,yes,no,174,-1,0,unknown,no
38,management,single,tertiary,619,yes,no,460,-1,0,unknown,yes
28,admin,married,secondary,157,yes,yes,164,-1,0,unknown,no
31,management,divorced,tertiary,414,no,yes,241,-1,0,unknown,yes
42,services,married,secondary,508,yes,no,70,-1,0,unknown,no
47,technician,married,secondary,834,no,yes,902,133,2,other,yes
62,housemaid,married,tertiary,1528,no,no,134,184,1,success,yes
31,unemployed,single,tertiary,302,no,no,349,357,3,success,yes
26,management,single,tertiary,1004,yes,no,228,-1,0,unknown,yes
35,management,single,tertiary,18111,no,no,172,-1,0,unknown,yes
32,management,single,tertiary,0,yes,no,415,-1,0,unknown,no
32,management,married,tertiary,62,yes,no,166,-1,0,unknown,no
37,housemaid,single,tertiary,561,no,no,188,165,2,failure,no
36,blue_collar,married,secondary,-206,yes,no,177,-1,0,unknown,no
53,entrepreneur,single,unknown,717,no,no,594,-1,0,unknown,no
60,admin,divorced,secondary,12039,no,no,236,-1,0,unknown,yes
77,retired,married,secondary,4112,no,no,1616,95,2,success,yes
58,admin,single,secondary,247,no,yes,66,-1,0,unknown,no
39,services,divorced,primary,471,yes,no,161,-1,0,unknown,no
46,technician,married,secondary,2149,yes,no,282,-1,0,unknown,yes
40,technician,single,tertiary,693,no,no,427,-1,0,unknown,no
36,management,married,primary,3953,yes,no,277,-1,0,unknown,no
35,blue_collar,married,secondary,0,yes,yes,519,-1,0,unknown,no
30,technician,single,secondary,4684,yes,no,268,-1,0,unknown,yes
49,blue_collar,married,primary,2356,no,yes,236,-1,0,unknown,no
34,admin,divorced,secondary,627,yes,no,283,-1,0,unknown,no
45,admin,divorced,unknown,857,no,no,49,-1,0,unknown,no
45,management,married,tertiary,96,yes,no,202,-1,0,unknown,no
42,blue_collar,divorced,primary,301,yes,no,1175,-1,0,unknown,yes
43,management,divorced,tertiary,3578,no,no,376,-1,0,unknown,no
36,management,married,tertiary,0,no,no,645,-1,0,unknown,yes
70,retired,married,secondary,2626,no,no,140,-1,0,unknown,yes
29,admin,married,secondary,-150,yes,no,328,-1,0,unknown,no
30,technician,single,secondary,148,yes,yes,115,-1,0,unknown,no
24,self_employed,single,tertiary,91,yes,no,134,-1,0,unknown,no
35,services,married,tertiary,0,yes,no,312,-1,0,unknown,no
62,retired,married,primary,1084,no,no,505,-1,0,unknown,yes
32,technician,married,secondary,765,yes,yes,850,-1,0,unknown,yes
50,management,single,unknown,1277,no,no,63,-1,0,unknown,no
33,blue_collar,married,secondary,0,yes,no,305,-1,0,unknown,no
25,technician,single,secondary,1231,yes,no,412,-1,0,unknown,yes
33,management,married,tertiary,334,no,no,87,-1,0,unknown,no
32,self_employed,divorced,tertiary,3271,no,no,949,-1,0,unknown,yes
26,admin,single,secondary,2509,no,no,776,97,3,success,yes
40,technician,married,secondary,-357,yes,no,700,-1,0,unknown,yes
33,blue_collar,married,primary,141,yes,no,578,-1,0,unknown,no
46,blue_collar,divorced,secondary,138,no,no,277,-1,0,unknown,no
61,housemaid,married,primary,848,no,no,605,187,1,other,no
50,admin,single,secondary,167,no,yes,201,-1,0,unknown,no
34,services,single,secondary,2,yes,no,153,-1,0,unknown,yes
27,management,single,tertiary,1,yes,no,764,-1,0,unknown,yes
34,blue_collar,married,secondary,157,yes,no,254,-1,0,unknown,no
38,management,divorced,tertiary,4692,yes,no,1363,-1,0,unknown,yes
32,admin,married,tertiary,284,yes,no,717,-1,0,unknown,yes
18,student,single,unknown,108,no,no,167,-1,0,unknown,yes
59,management,divorced,tertiary,0,no,no,196,-1,0,unknown,no
61,management,married,tertiary,6016,no,no,670,-1,0,unknown,yes
43,admin,married,secondary,0,no,no,804,-1,0,unknown,no
26,blue_collar,single,secondary,184,no,no,110,6,1,other,no
33,admin,single,tertiary,7608,no,no,238,-1,0,unknown,yes
32,technician,single,tertiary,388,no,no,250,-1,0,unknown,yes
29,technician,single,secondary,1165,no,no,244,184,1,success,yes
34,management,married,tertiary,161,yes,no,378,-1,0,unknown,no
27,management,single,unknown,3196,no,no,10,-1,0,unknown,no
44,services,divorced,secondary,51,yes,yes,3094,-1,0,unknown,yes
55,blue_collar,married,secondary,196,no,no,81,-1,0,unknown,yes
73,retired,married,unknown,3443,no,no,770,-1,0,unknown,yes
23,student,single,secondary,480,no,no,742,182,1,failure,yes
33,self_employed,married,secondary,409,no,no,165,97,4,success,yes
37,blue_collar,married,secondary,13849,yes,no,252,-1,0,unknown,no
35,management,single,tertiary,1750,yes,no,422,175,4,success,no
36,technician,married,primary,0,no,no,584,-1,0,unknown,yes
37,entrepreneur,married,primary,8,yes,yes,46,-1,0,unknown,no
48,management,married,secondary,268,yes,no,458,-1,0,unknown,yes
42,technician,married,tertiary,14282,yes,no,649,-1,0,unknown,yes
47,housemaid,married,secondary,582,no,no,73,-1,0,unknown,no
35,unemployed,single,secondary,2116,yes,no,409,-1,0,unknown,no
34,admin,divorced,secondary,-251,no,no,641,-1,0,unknown,yes
30,technician,married,tertiary,526,yes,yes,677,-1,0,unknown,yes
42,management,married,primary,860,yes,no,90,-1,0,unknown,no
78,retired,divorced,primary,527,no,no,193,-1,0,unknown,yes
49,management,married,tertiary,20,yes,no,117,-1,0,unknown,no
42,management,married,tertiary,2816,no,no,193,-1,0,unknown,yes
36,admin,divorced,tertiary,4708,no,no,284,171,1,failure,yes
26,admin,single,secondary,712,yes,no,232,-1,0,unknown,no
53,technician,married,secondary,6831,no,no,1130,-1,0,unknown,yes
33,technician,married,secondary,183,no,no,457,182,3,other,yes
51,blue_collar,married,tertiary,7816,yes,no,76,-1,0,unknown,no
49,management,divorced,tertiary,348,no,no,125,-1,0,unknown,yes
33,self_employed,single,tertiary,1049,no,no,126,-1,0,unknown,no
34,technician,married,tertiary,5547,yes,no,73,-1,0,unknown,no
39,services,single,secondary,7066,yes,no,667,357,3,other,yes
30,technician,single,tertiary,10,no,no,276,-1,0,unknown,no
38,technician,divorced,secondary,1221,yes,yes,73,-1,0,unknown,no
35,technician,single,secondary,344,no,no,519,-1,0,unknown,yes
49,blue_collar,married,secondary,134,yes,yes,265,-1,0,unknown,no
38,blue_collar,single,secondary,2580,yes,no,1691,264,3,failure,yes
34,services,single,secondary,-374,yes,no,672,-1,0,unknown,yes
30,admin,single,secondary,523,no,yes,136,101,1,success,no
31,management,single,tertiary,1858,no,no,453,-1,0,unknown,yes
45,self_employed,divorced,tertiary,963,yes,no,528,-1,0,unknown,yes
53,technician,married,tertiary,431,yes,no,55,328,1,failure,no
59,admin,single,secondary,2166,yes,yes,574,-1,0,unknown,yes
36,admin,single,secondary,60,yes,no,156,-1,0,unknown,yes
31,admin,single,secondary,476,no,no,284,-1,0,unknown,no
21,student,single,secondary,216,no,no,414,-1,0,unknown,yes
29,admin,single,tertiary,41,yes,no,148,-1,0,unknown,yes
29,self_employed,single,tertiary,121,yes,no,1500,-1,0,unknown,yes
40,retired,single,secondary,1400,no,no,20,-1,0,unknown,no
38,blue_collar,married,primary,668,no,no,238,-1,0,unknown,no
31,management,married,tertiary,40,no,no,118,-1,0,unknown,no
31,self_employed,single,tertiary,144,yes,no,676,-1,0,unknown,yes
32,management,married,tertiary,-383,yes,no,241,-1,0,unknown,no
38,blue_collar,married,primary,2240,yes,no,551,183,1,failure,no
44,services,single,secondary,0,yes,no,198,-1,0,unknown,no
39,management,married,tertiary,691,yes,yes,517,255,1,failure,no
39,management,married,tertiary,1423,yes,no,733,-1,0,unknown,yes
34,admin,married,secondary,2064,yes,no,165,-1,0,unknown,no
43,management,married,tertiary,78,yes,no,36,109,1,other,no
32,blue_collar,married,secondary,-53,yes,no,648,272,1,other,yes
38,technician,married,secondary,5115,yes,no,318,95,7,success,yes
69,retired,divorced,primary,482,no,no,260,-1,0,unknown,yes
38,technician,married,secondary,581,yes,no,79,-1,0,unknown,no
48,management,married,tertiary,1147,no,no,389,64,2,success,yes
55,housemaid,married,primary,3680,no,no,131,-1,0,unknown,no
26,admin,single,secondary,1327,no,no,171,-1,0,unknown,no
34,management,single,tertiary,1058,yes,no,864,-1,0,unknown,yes
47,management,single,tertiary,551,no,no,124,-1,0,unknown,yes
48,entrepreneur,married,secondary,4037,no,no,23,-1,0,unknown,no
44,self_employed,married,primary,414,yes,no,138,272,2,other,no
35,blue_collar,married,secondary,1098,yes,no,19,-1,0,unknown,no
34,blue_collar,single,unknown,129,yes,yes,295,200,2,success,yes
27,blue_collar,single,primary,377,no,no,645,-1,0,unknown,yes
24,student,single,secondary,3176,no,no,108,-1,0,unknown,yes
41,management,single,tertiary,1982,no,no,558,-1,0,unknown,yes
38,management,single,tertiary,1746,yes,no,139,-1,0,unknown,no
27,student,single,unknown,468,no,no,270,-1,0,unknown,no
34,management,married,tertiary,589,no,no,300,44,3,other,yes
27,services,single,secondary,167,no,yes,606,-1,0,unknown,no
49,management,married,tertiary,5887,no,no,439,185,5,success,yes
48,management,single,tertiary,830,no,no,961,-1,0,unknown,yes
